Year,Country,Industry,AI_Tool,Adoption_Rate,Daily_Active_Users,Company_Size,Age_Group
2025,Australia,Retail,Perplexity,77.83,29765,Large,26-35
2024,Germany,Education,Gemini,35.66,13599,Medium,46-55
2025,Germany,Retail,Perplexity,40.02,75988,Medium,46-55
2024,UK,Healthcare,Gemini,73.03,19754,Medium,18-25
2024,Canada,Manufacturing,GitHub Copilot,11.57,75753,Large,36-45
2024,UK,Healthcare,ChatGPT,82.87,86713,Medium,26-35
2024,Canada,Manufacturing,GitHub Copilot,43.72,69629,Large,36-45
2024,USA,Manufacturing,Perplexity,57.32,19082,Large,36-45
2023,India,Healthcare,Claude,73.17,81948,Large,18-25
2025,UK,Education,GitHub Copilot,28.94,79974,Medium,56+
2024,UK,IT,Gemini,85.13,30273,Large,18-25
2026,Canada,Education,ChatGPT,93.13,37625,Large,56+
2025,USA,Education,Gemini,49.48,92326,Small,26-35
2025,USA,Finance,Gemini,89.32,27428,Medium,56+
2024,Canada,Finance,GitHub Copilot,5.1,11460,Small,18-25
2023,USA,Education,ChatGPT,85.48,22725,Small,18-25
2024,Australia,Retail,Claude,32.99,44994,Medium,36-45
2023,Germany,Manufacturing,Gemini,33.03,97486,Small,18-25
2026,Australia,Finance,ChatGPT,25.53,16571,Large,18-25
2025,India,Education,Claude,33.53,39983,Small,46-55
2026,UK,IT,Gemini,24.21,92912,Small,46-55
2023,India,Retail,ChatGPT,86.53,2803,Large,36-45
2023,UK,Healthcare,GitHub Copilot,85.91,76787,Small,56+
2026,Germany,Education,Gemini,14.2,51670,Large,56+
2023,USA,Education,Gemini,17.86,92634,Medium,46-55
2026,Australia,Manufacturing,ChatGPT,82.58,69783,Small,26-35
2025,Canada,Retail,Gemini,40.9,65624,Medium,46-55
2026,Australia,Finance,Claude,20.23,34615,Small,26-35
2025,Germany,Finance,Gemini,50.96,73868,Large,56+
2026,India,Finance,Perplexity,42.5,15251,Small,46-55
2023,Canada,Healthcare,Claude,24.72,75966,Medium,18-25
2026,USA,Retail,ChatGPT,69.87,49290,Large,26-35
2023,Germany,Retail,Claude,61.82,76912,Large,26-35
2026,Canada,Finance,Perplexity,13.97,56295,Medium,26-35
2026,Germany,Finance,Perplexity,88.28,64208,Medium,56+
2024,Germany,Manufacturing,Gemini,55.26,18635,Small,36-45
2023,USA,IT,Gemini,27.52,43150,Small,18-25
2024,UK,IT,GitHub Copilot,23.57,33076,Large,46-55
2023,Canada,Education,Claude,17.24,699,Medium,26-35
2024,USA,Education,GitHub Copilot,43.22,58048,Medium,56+
2025,Germany,Retail,Perplexity,17.2,59967,Small,26-35
2026,USA,Retail,Gemini,42.42,3809,Small,46-55
2023,UK,Healthcare,Gemini,18.39,24210,Large,18-25
2023,Australia,Healthcare,Gemini,64.11,49465,Medium,26-35
2026,Canada,IT,ChatGPT,75.67,5823,Medium,56+
2023,UK,Education,Perplexity,54.46,55804,Medium,56+
2023,India,IT,Gemini,66.21,27494,Medium,36-45
2024,Canada,IT,Perplexity,89.45,64220,Small,56+
2023,UK,Education,Gemini,62.45,10416,Small,36-45
2025,Germany,Healthcare,Claude,37.77,22722,Small,18-25
2025,Canada,Manufacturing,Perplexity,45.45,24944,Large,46-55
2026,Canada,Manufacturing,GitHub Copilot,82.45,51660,Medium,36-45
2023,USA,Manufacturing,ChatGPT,16.76,60021,Small,26-35
2026,Germany,Education,GitHub Copilot,34.32,21262,Medium,26-35
2025,India,Finance,Perplexity,56.96,28933,Small,46-55
2023,Australia,Finance,Gemini,65.88,17306,Large,56+
2023,UK,Finance,Perplexity,73.71,51847,Small,26-35
2026,USA,Retail,ChatGPT,33.64,90137,Large,36-45
2025,UK,Healthcare,Perplexity,18.13,75927,Medium,46-55
2023,India,Healthcare,Gemini,90.94,77295,Small,26-35
2026,India,Retail,GitHub Copilot,11.88,55487,Small,56+
2025,Canada,IT,Claude,13.62,25326,Small,56+
2026,India,Manufacturing,GitHub Copilot,49.54,6600,Medium,26-35
2024,UK,Finance,Gemini,78.73,1734,Large,46-55
2023,Germany,Manufacturing,Gemini,74.71,14159,Large,18-25
2024,Germany,Finance,ChatGPT,89.39,70450,Small,26-35
2025,Canada,Manufacturing,Perplexity,17.74,4176,Medium,56+
2024,Australia,IT,Perplexity,38.82,38310,Large,18-25
2024,UK,Manufacturing,GitHub Copilot,30.39,26031,Large,46-55
2025,UK,Manufacturing,Claude,82.48,32107,Large,56+
2026,India,Education,Claude,48.95,22844,Large,46-55
2024,UK,Manufacturing,ChatGPT,7.42,30496,Large,26-35
2026,USA,Education,Gemini,68.72,88719,Small,46-55
2024,Australia,Healthcare,ChatGPT,39.98,50054,Small,56+
2026,India,Retail,Perplexity,52.8,90912,Small,26-35
2025,USA,Manufacturing,Gemini,85.44,66138,Large,56+
2024,Canada,Healthcare,ChatGPT,28.11,12856,Large,56+
2025,Germany,Education,GitHub Copilot,26.62,79898,Large,18-25
2024,Canada,Manufacturing,Perplexity,28.69,10705,Small,36-45
2025,Germany,Manufacturing,Claude,35.43,22516,Large,46-55
2025,Canada,IT,ChatGPT,14.66,56658,Small,46-55
2024,UK,Healthcare,Perplexity,67.75,37587,Large,18-25
2024,USA,Finance,Perplexity,23.67,93179,Small,46-55
2024,Germany,Finance,Claude,88.35,96916,Medium,18-25
2023,India,IT,Claude,24.41,2970,Large,46-55
2026,USA,Education,Claude,28.01,4858,Large,46-55
2023,India,Finance,ChatGPT,31.73,38836,Small,56+
2023,USA,Finance,Claude,74.17,77295,Large,18-25
2025,USA,Retail,GitHub Copilot,43.48,65238,Small,46-55
2024,Canada,Healthcare,Perplexity,78.74,50350,Small,36-45
2026,Germany,Education,Claude,75.64,40658,Medium,18-25
2025,Germany,Manufacturing,Perplexity,88.65,53192,Medium,18-25
2023,USA,Healthcare,Gemini,73.09,75221,Large,18-25
2024,UK,Education,Gemini,9.67,93539,Large,56+
2025,UK,Finance,Claude,80.36,55704,Small,18-25
2024,India,Retail,Perplexity,89.43,37139,Small,56+
2025,India,Healthcare,Gemini,94.43,69959,Small,36-45
2024,Canada,Finance,Claude,16.27,92606,Small,26-35
2023,USA,Education,Perplexity,60.19,48845,Large,56+
2026,India,Healthcare,Claude,22.95,5561,Medium,46-55
2023,India,Manufacturing,Perplexity,28.63,40931,Large,18-25
2026,Australia,Healthcare,Gemini,72.1,51237,Large,26-35
2024,USA,Finance,Claude,92.99,34130,Large,56+
2025,Canada,Healthcare,Gemini,58.54,5831,Medium,46-55
2023,India,Manufacturing,Claude,81.55,21600,Large,26-35
2026,Canada,Retail,ChatGPT,5.8,75539,Medium,36-45
2023,Germany,Retail,Gemini,8.3,33217,Small,56+
2026,Canada,Finance,Gemini,58.71,94238,Large,56+
2023,UK,Education,GitHub Copilot,40.01,31274,Small,36-45
2026,UK,Finance,Gemini,85.08,33308,Small,56+
2026,Canada,Retail,Perplexity,32.18,84828,Small,18-25
2024,UK,IT,Claude,43.88,79535,Large,56+
2026,Germany,IT,ChatGPT,52.51,84582,Small,18-25
2024,USA,Healthcare,Perplexity,29.57,68788,Large,56+
2026,UK,Manufacturing,Perplexity,86.76,26060,Small,46-55
2025,UK,Healthcare,Perplexity,46.81,10347,Large,46-55
2025,Canada,IT,Perplexity,43.17,96442,Large,26-35
2025,Germany,Retail,ChatGPT,81.48,91209,Large,46-55
2026,USA,Healthcare,GitHub Copilot,33.08,26138,Small,36-45
2024,Canada,Finance,Gemini,78.57,27870,Large,26-35
2024,Canada,Manufacturing,Perplexity,16.0,72585,Small,46-55
2026,Australia,Finance,Gemini,21.45,64754,Medium,18-25
2025,Germany,Manufacturing,Gemini,90.58,67841,Small,56+
2025,USA,Retail,Perplexity,80.82,57873,Small,46-55
2024,Germany,Healthcare,GitHub Copilot,39.91,83491,Large,18-25
2025,USA,Manufacturing,Gemini,62.46,52733,Small,26-35
2023,Germany,Finance,Claude,89.87,19664,Medium,56+
2024,Canada,Healthcare,Gemini,24.07,78769,Large,46-55
2025,Canada,Healthcare,Perplexity,10.31,18214,Small,26-35
2024,India,Finance,ChatGPT,53.37,32903,Small,46-55
2023,UK,IT,Gemini,17.83,95421,Large,26-35
2024,Australia,Manufacturing,GitHub Copilot,21.86,59441,Large,46-55
2024,Germany,Finance,Claude,85.24,23645,Small,18-25
2024,Australia,Retail,Claude,5.67,62859,Small,36-45
2024,India,Education,ChatGPT,78.51,76588,Large,18-25
2023,UK,Finance,ChatGPT,51.53,68171,Large,56+
2026,Germany,Healthcare,Gemini,55.34,53966,Medium,46-55
2024,USA,Healthcare,Perplexity,65.46,90357,Medium,36-45
2024,UK,Finance,GitHub Copilot,43.83,70599,Medium,36-45
2025,Canada,Education,Claude,15.41,78343,Large,56+
2024,India,Finance,ChatGPT,14.25,63253,Large,56+
2025,UK,Education,GitHub Copilot,72.89,12960,Large,36-45
2026,UK,Education,Perplexity,24.89,79883,Small,56+
2023,Canada,Retail,Claude,7.53,83046,Large,56+
2023,Germany,Manufacturing,Claude,93.17,17770,Small,46-55
2026,USA,Healthcare,Perplexity,93.24,84866,Large,18-25
2023,Canada,Healthcare,Claude,39.03,41380,Large,26-35
2026,USA,Education,Perplexity,7.3,89794,Small,36-45
2026,Germany,Healthcare,Claude,70.45,61539,Large,26-35
2026,UK,IT,Gemini,79.79,79523,Large,36-45
2023,USA,Education,Perplexity,16.25,35161,Large,36-45
2025,India,Healthcare,GitHub Copilot,17.19,50864,Medium,18-25
2026,India,IT,Gemini,79.0,23910,Large,36-45
2024,Canada,Retail,GitHub Copilot,87.97,90994,Small,36-45
2023,Germany,Healthcare,Claude,76.17,45688,Small,18-25
2026,Canada,IT,GitHub Copilot,23.07,16033,Small,56+
2026,Canada,Finance,Gemini,42.04,30134,Large,26-35
2024,Australia,Manufacturing,Perplexity,59.08,2047,Small,36-45
2025,Canada,Finance,ChatGPT,19.43,19815,Medium,18-25
2025,Australia,IT,GitHub Copilot,23.95,31056,Small,36-45
2025,India,Education,ChatGPT,30.46,87280,Large,18-25
2026,India,Education,GitHub Copilot,50.86,80946,Medium,26-35
2026,Canada,Healthcare,GitHub Copilot,50.97,88086,Small,46-55
2026,India,Finance,Perplexity,78.29,16403,Medium,56+
2023,Germany,Education,Claude,72.77,24131,Small,46-55
2024,Australia,Education,Gemini,87.24,94886,Large,18-25
2026,Australia,Finance,Gemini,79.96,87489,Medium,36-45
2024,Canada,Retail,Gemini,27.85,18077,Small,56+
2024,India,Education,Claude,34.82,42807,Small,26-35
2025,USA,Manufacturing,ChatGPT,50.04,14565,Medium,56+
2023,Australia,IT,Gemini,6.28,75861,Medium,36-45
2026,Canada,Healthcare,ChatGPT,86.35,16740,Medium,46-55
2025,Canada,Education,Claude,8.99,31635,Medium,18-25
2025,Germany,Manufacturing,Claude,34.02,39380,Small,46-55
2026,UK,Manufacturing,Perplexity,56.23,3091,Small,56+
2024,UK,Education,Gemini,51.61,17901,Small,36-45
2025,Australia,Retail,Perplexity,63.9,89780,Large,18-25
2024,Germany,IT,Gemini,52.48,8065,Medium,36-45
2023,Germany,Healthcare,Claude,25.61,13830,Small,36-45
2024,Germany,Education,Claude,23.1,29653,Medium,56+
2023,Australia,Healthcare,GitHub Copilot,86.65,8401,Medium,46-55
2024,UK,Finance,GitHub Copilot,28.76,19036,Small,36-45
2025,Germany,Manufacturing,Claude,30.29,14255,Medium,36-45
2025,India,Manufacturing,Claude,42.17,86753,Medium,36-45
2023,Canada,Education,ChatGPT,17.55,48948,Medium,18-25
2026,Canada,Education,ChatGPT,50.65,2142,Medium,36-45
2023,USA,Finance,Perplexity,64.85,18665,Medium,36-45
2023,USA,Retail,GitHub Copilot,75.74,47702,Small,56+
2024,Australia,Education,GitHub Copilot,69.03,37360,Small,36-45
2024,Australia,Manufacturing,Claude,18.29,36426,Medium,36-45
2023,Canada,Healthcare,Claude,46.05,42681,Medium,56+
2025,India,IT,Perplexity,8.47,3758,Medium,18-25
2024,UK,Healthcare,GitHub Copilot,6.6,81955,Large,46-55
2026,UK,Retail,ChatGPT,44.61,84714,Medium,56+
2024,Australia,IT,Gemini,27.77,37648,Large,18-25
2024,India,Healthcare,Perplexity,66.5,19768,Large,46-55
2026,Australia,Healthcare,Gemini,70.18,40385,Large,36-45
2023,UK,Finance,ChatGPT,85.59,22646,Small,56+
2026,Australia,Retail,ChatGPT,73.46,37974,Large,36-45
2023,Germany,Manufacturing,Gemini,9.34,51418,Medium,56+
2023,Australia,Finance,Perplexity,38.45,37265,Medium,46-55
2023,Canada,IT,Gemini,29.57,94534,Small,18-25
2026,Australia,Manufacturing,Perplexity,39.75,63070,Small,56+
2023,Canada,Finance,Perplexity,19.41,56920,Medium,18-25
2025,India,Retail,Claude,13.79,95543,Small,36-45
2026,UK,Education,GitHub Copilot,51.89,45511,Small,36-45
2025,USA,Education,GitHub Copilot,69.83,95008,Large,46-55
2023,USA,IT,ChatGPT,68.17,80458,Large,46-55
2024,UK,Education,Claude,45.58,85412,Small,26-35
2023,USA,Finance,GitHub Copilot,52.01,98042,Medium,26-35
2025,Australia,IT,Perplexity,51.47,76098,Large,46-55
2025,India,Manufacturing,Perplexity,67.24,36579,Medium,36-45
2026,India,Retail,Gemini,9.31,99990,Small,18-25
2024,UK,IT,Gemini,68.89,40006,Medium,46-55
2026,USA,Manufacturing,Perplexity,57.4,73298,Medium,18-25
2025,Australia,IT,Perplexity,22.83,73040,Medium,26-35
2023,India,Healthcare,Gemini,9.42,42705,Medium,18-25
2024,India,Healthcare,GitHub Copilot,14.77,9642,Small,46-55
2023,Germany,IT,ChatGPT,52.22,81540,Small,36-45
2023,Germany,Education,Gemini,73.26,27874,Large,46-55
2024,India,Healthcare,GitHub Copilot,35.12,8656,Large,56+
2026,UK,Retail,GitHub Copilot,39.12,46223,Large,56+
2023,Canada,Manufacturing,GitHub Copilot,89.07,78442,Large,56+
2025,Canada,Finance,Claude,24.17,42686,Medium,36-45
2023,Australia,Healthcare,Claude,14.34,14964,Large,46-55
2024,India,IT,GitHub Copilot,35.91,95652,Large,56+
2024,India,Education,Perplexity,72.13,59089,Medium,46-55
2024,India,Finance,Claude,61.35,56193,Small,26-35
2026,UK,Manufacturing,Gemini,42.42,33849,Large,56+
2023,Germany,Manufacturing,Claude,91.83,59839,Small,56+
2026,India,Healthcare,Perplexity,71.15,43096,Large,36-45
2026,India,Manufacturing,ChatGPT,10.57,17405,Small,46-55
2024,USA,Manufacturing,Claude,72.02,77574,Large,36-45
2024,UK,Education,GitHub Copilot,7.16,16418,Small,36-45
2026,Australia,Education,GitHub Copilot,63.53,52910,Small,46-55
2023,India,Education,GitHub Copilot,23.94,86015,Large,26-35
2025,USA,IT,ChatGPT,67.68,37920,Small,46-55
2026,Canada,Manufacturing,Perplexity,32.88,61900,Large,26-35
2023,Australia,Manufacturing,Gemini,83.57,71042,Large,36-45
2024,India,Manufacturing,Perplexity,35.32,20761,Medium,26-35
2024,India,Retail,ChatGPT,60.77,83494,Large,26-35
2023,USA,Education,GitHub Copilot,30.73,30916,Large,26-35
2025,UK,Finance,Perplexity,87.55,12950,Large,56+
2024,India,Healthcare,Gemini,75.29,78237,Large,56+
2024,Canada,Finance,GitHub Copilot,26.9,65157,Medium,36-45
2024,India,IT,Gemini,90.39,39966,Medium,46-55
2023,Canada,IT,Claude,37.14,26744,Medium,26-35
2026,Australia,Manufacturing,Gemini,63.67,53019,Medium,56+
2024,Australia,Finance,GitHub Copilot,71.86,27528,Small,46-55
2026,Germany,Manufacturing,Claude,7.06,58591,Large,26-35
2025,Germany,Retail,GitHub Copilot,91.31,33480,Medium,46-55
2024,Canada,IT,GitHub Copilot,36.0,72922,Large,18-25
2024,UK,IT,Claude,22.08,75704,Medium,26-35
2025,India,Finance,Gemini,81.56,75441,Large,46-55
2024,India,IT,ChatGPT,68.26,3117,Small,26-35
2026,Germany,Retail,ChatGPT,12.81,86808,Medium,26-35
2023,Canada,Retail,ChatGPT,15.53,10026,Small,18-25
2026,India,Retail,ChatGPT,69.37,44608,Small,46-55
2023,India,Healthcare,Perplexity,11.73,23586,Large,36-45
2023,UK,Retail,ChatGPT,87.55,96033,Medium,56+
2026,USA,Retail,Claude,71.74,29611,Small,26-35
2026,Germany,Healthcare,ChatGPT,35.19,10102,Large,26-35
2026,Germany,Manufacturing,GitHub Copilot,37.66,48686,Large,26-35
2026,USA,Education,ChatGPT,50.58,68837,Large,26-35
2025,India,IT,Gemini,37.49,99156,Small,56+
2024,UK,Retail,Claude,75.51,64768,Large,36-45
2023,UK,IT,Claude,92.73,27148,Large,18-25
2026,Germany,Finance,Perplexity,57.61,95766,Large,36-45
2026,UK,IT,GitHub Copilot,45.14,40424,Small,56+
2026,Australia,Manufacturing,Claude,25.05,66977,Large,46-55
2025,USA,Healthcare,Gemini,63.81,79617,Small,18-25
2026,India,IT,ChatGPT,66.7,74332,Large,18-25
2026,Australia,IT,Claude,66.67,14625,Small,46-55
2026,USA,IT,Gemini,7.43,52734,Small,26-35
2024,Canada,Education,ChatGPT,85.92,92181,Medium,56+
2025,Germany,Education,Perplexity,35.43,94261,Medium,46-55
2026,UK,Finance,Claude,71.97,61591,Medium,36-45
2023,Canada,Healthcare,Claude,73.38,5665,Small,36-45
2023,UK,IT,Gemini,63.55,80583,Large,46-55
2023,Australia,IT,GitHub Copilot,40.54,95713,Large,56+
2025,India,IT,Perplexity,59.75,72153,Small,18-25
2025,India,IT,GitHub Copilot,8.62,14387,Large,18-25
2023,India,Education,Claude,73.57,77465,Small,26-35
2026,UK,Manufacturing,GitHub Copilot,13.96,2522,Large,56+
2025,Canada,Manufacturing,ChatGPT,40.71,29160,Small,36-45
2023,India,Finance,Perplexity,14.33,41733,Medium,36-45
2023,Canada,Retail,GitHub Copilot,80.34,71621,Medium,26-35
2026,UK,Healthcare,ChatGPT,54.53,13890,Large,36-45
2024,Australia,Manufacturing,Gemini,67.19,25268,Large,26-35
2025,Canada,IT,GitHub Copilot,66.43,24119,Large,26-35
2026,Australia,Manufacturing,Perplexity,80.74,43839,Large,46-55
2023,UK,Finance,ChatGPT,16.93,3768,Medium,18-25
2023,UK,Retail,GitHub Copilot,64.38,76380,Medium,56+
2026,Germany,Manufacturing,Gemini,56.76,28854,Small,56+
2025,UK,Finance,GitHub Copilot,7.78,55714,Large,18-25
2024,UK,Education,ChatGPT,23.13,85158,Medium,56+
2024,USA,Retail,GitHub Copilot,29.08,4609,Small,36-45
2023,India,Finance,Perplexity,11.53,2600,Small,36-45
2025,Germany,Manufacturing,Claude,36.92,75540,Small,56+
2024,Germany,Education,ChatGPT,7.45,27021,Medium,46-55
2025,Germany,Finance,ChatGPT,54.79,54651,Small,56+
2025,USA,Finance,ChatGPT,24.04,16783,Large,26-35
2023,Australia,Manufacturing,ChatGPT,30.83,78052,Small,26-35
2024,UK,Retail,GitHub Copilot,86.94,14933,Small,18-25
2026,India,Education,Perplexity,50.25,18390,Medium,36-45
2023,Canada,IT,Gemini,29.21,14103,Small,46-55
2024,Australia,Healthcare,Perplexity,58.86,71756,Medium,56+
2024,UK,Retail,ChatGPT,23.15,41353,Medium,26-35
2024,USA,Education,GitHub Copilot,11.7,79887,Large,36-45
2024,UK,Finance,GitHub Copilot,6.88,51125,Small,36-45
2024,UK,Education,ChatGPT,90.64,88122,Large,46-55
2025,USA,Healthcare,GitHub Copilot,70.21,93970,Large,46-55
2023,Germany,Manufacturing,ChatGPT,77.0,71808,Small,46-55
2025,Germany,Healthcare,Perplexity,93.28,22806,Small,46-55
2026,India,IT,Claude,88.85,84108,Medium,26-35
2024,India,IT,GitHub Copilot,71.32,87331,Small,46-55
2023,Germany,Healthcare,ChatGPT,67.46,42832,Medium,36-45
2024,Australia,Retail,ChatGPT,35.32,76691,Large,36-45
2023,Canada,Retail,GitHub Copilot,14.36,32816,Large,56+
2025,UK,Finance,Gemini,56.64,6980,Medium,36-45
2023,Canada,IT,ChatGPT,56.86,29049,Small,36-45
2026,UK,Finance,GitHub Copilot,90.7,85446,Small,26-35
2026,Germany,IT,ChatGPT,44.83,66164,Medium,36-45
2023,India,Healthcare,Gemini,67.17,43193,Large,18-25
2023,Australia,Retail,Claude,56.75,83944,Medium,36-45
2023,India,Retail,Gemini,20.91,22944,Small,56+
2023,Canada,Healthcare,Perplexity,58.29,22460,Small,56+
2026,India,Finance,GitHub Copilot,53.61,88041,Medium,46-55
2024,Germany,Finance,Gemini,49.45,82882,Small,26-35
2023,Australia,Education,Claude,51.21,93428,Large,56+
2023,Canada,IT,ChatGPT,19.76,43422,Medium,18-25
2026,Australia,Finance,GitHub Copilot,46.71,20804,Large,18-25
2026,UK,Healthcare,Gemini,59.51,52746,Large,46-55
2025,India,Finance,Claude,49.05,48281,Medium,26-35
2023,Australia,Retail,Gemini,48.98,30689,Medium,26-35
2025,USA,IT,Perplexity,11.98,88072,Small,36-45
2026,India,Manufacturing,GitHub Copilot,22.17,90279,Small,18-25
2026,UK,Education,ChatGPT,33.89,83662,Medium,18-25
2024,Australia,IT,Claude,42.74,81329,Medium,18-25
2023,Canada,Retail,Gemini,58.45,9312,Small,18-25
2025,UK,Retail,GitHub Copilot,82.7,13950,Small,56+
2026,USA,Retail,Gemini,19.32,39867,Small,26-35
2026,Australia,Retail,GitHub Copilot,6.36,7422,Medium,36-45
2025,Germany,Healthcare,Perplexity,45.43,36011,Medium,56+
2024,India,Education,Gemini,43.89,46680,Small,26-35
2026,Canada,Manufacturing,Perplexity,54.67,50722,Large,46-55
2023,Germany,Retail,Claude,79.99,96023,Large,18-25
2026,Australia,Retail,Perplexity,77.21,5778,Small,36-45
2023,Australia,Finance,GitHub Copilot,14.0,65365,Medium,26-35
2025,UK,Education,Claude,89.06,67018,Medium,46-55
2023,Australia,IT,Gemini,14.94,21880,Large,18-25
2025,Canada,Education,Gemini,62.11,27606,Small,46-55
2023,Germany,Education,GitHub Copilot,65.52,42396,Large,46-55
2025,Canada,Manufacturing,ChatGPT,66.19,97484,Large,56+
2023,USA,Education,ChatGPT,28.88,39982,Small,46-55
2024,USA,Manufacturing,Gemini,34.73,60610,Large,56+
2023,India,Retail,GitHub Copilot,54.38,42302,Medium,56+
2023,India,Retail,ChatGPT,22.96,1805,Large,46-55
2024,USA,Healthcare,Perplexity,6.83,71633,Small,26-35
2026,Australia,Manufacturing,Gemini,55.59,88083,Medium,46-55
2026,Canada,Manufacturing,Perplexity,46.88,40830,Medium,46-55
2023,USA,IT,GitHub Copilot,64.11,80171,Large,26-35
2024,India,Finance,Perplexity,18.2,90116,Medium,18-25
2023,USA,Education,ChatGPT,80.68,31151,Small,36-45
2025,Australia,IT,ChatGPT,18.16,77765,Large,18-25
2025,USA,Manufacturing,Claude,85.22,50567,Medium,46-55
2023,Canada,IT,Gemini,45.46,30885,Small,18-25
2026,Germany,Healthcare,GitHub Copilot,54.48,29502,Large,36-45
2026,Australia,Finance,Gemini,85.69,2804,Small,18-25
2023,India,Manufacturing,Perplexity,31.99,27127,Medium,36-45
2023,Canada,Manufacturing,GitHub Copilot,21.36,59192,Large,18-25
2025,USA,Education,GitHub Copilot,45.12,5825,Large,56+
2026,USA,Finance,ChatGPT,26.99,64205,Medium,46-55
2023,Germany,Healthcare,Perplexity,52.51,25323,Small,36-45
2025,India,Retail,ChatGPT,29.77,92405,Medium,46-55
2026,India,IT,ChatGPT,82.8,27484,Large,56+
2024,UK,Education,Claude,59.66,63093,Large,18-25
2025,India,Manufacturing,ChatGPT,5.02,97781,Medium,46-55
2026,Germany,Retail,Gemini,77.49,98528,Small,18-25
2026,UK,Healthcare,GitHub Copilot,34.72,30127,Medium,18-25
2025,UK,Finance,ChatGPT,33.82,12867,Small,46-55
2024,USA,IT,Gemini,39.48,87117,Small,36-45
2025,USA,Education,Perplexity,61.72,18454,Large,36-45
2026,India,Manufacturing,GitHub Copilot,44.79,48877,Small,46-55
2023,UK,Manufacturing,Perplexity,61.58,84782,Large,36-45
2023,USA,Retail,Gemini,18.21,22001,Small,26-35
2025,Germany,Retail,Perplexity,92.31,50066,Small,18-25
2026,USA,IT,Perplexity,70.66,68737,Large,46-55
2023,Australia,Finance,Perplexity,27.52,94363,Small,56+
2026,Australia,Healthcare,ChatGPT,70.18,16615,Medium,46-55
2025,USA,Finance,ChatGPT,56.75,24906,Small,46-55
2023,UK,Finance,ChatGPT,14.83,98798,Large,18-25
2026,UK,Finance,GitHub Copilot,21.04,3673,Large,56+
